Block,DistrictID:1
240399301011004,38A
240399301011001,38A
240399308001002,38A
240399308001001,38A
240399301011003,38A
240399301011056,38A
240479514002035,38A
240479514002050,38A
240479514002049,38A
240479514002048,38A
240479514002051,38A
240479514002060,38A
240479514002052,38A
240479514002047,38A
240479514002046,38A
240479514002032,38A
240479514002033,38A
240479514002036,38A
240479514002030,38A
240479514002031,38A
240479514002017,38A
240479514002015,38A
240479514002016,38A
240479514002013,38A
240479514002014,38A
240479514002037,38A
240479514002039,38A
240479514002045,38A
240479514002040,38A
240479514002038,38A
240479514002011,38A
240479514002010,38A
240479514002012,38A
240450106051001,38A
240450106062022,38A
240450106062002,38C
240450106062001,38C
240479514002000,38A
240479512002010,38A
240450106051000,38C
240450106064047,38C
240450106064046,38C
240450106064026,38C
240450106064027,38C
240450106064028,38C
240450106064025,38C
240450106064024,38C
240450106064029,38C
240450106064023,38C
240450106062003,38C
240450106061052,38C
240450106061042,38C
240450106061043,38C
240450106061002,38C
240450106061027,38C
240450106061024,38C
240450106061045,38C
240450106061047,38C
240450106061044,38C
240450106061046,38C
240450106051007,38A
240450105041029,38A
240450106051009,38A
240450106053004,38A
240450106051010,38A
240450106051008,38A
240450106062014,38A
240450106051005,38A
240450106062013,38A
240479514002005,38A
240450106051013,38A
240479514002004,38A
240450106051012,38A
240450106053022,38A
240450106051011,38A
240479514002003,38A
240450106051014,38A
240450106051003,38A
240450106051015,38A
240450106051019,38A
240450106051004,38A
240450106062016,38A
240450106062023,38A
240450106062020,38A
240450106062018,38A
240450106062017,38A
240450105041039,38B
240450105041034,38B
240450105041003,38B
240450105041023,38B
240450105041002,38A
240450105041025,38A
240450105041001,38A
240450101021042,38B
240450101021041,38B
240450101021052,38B
240450101021051,38B
240450105041026,38A
240450101021049,38B
240450105041000,38A
240450101021050,38B
240450106051006,38A
240450105041027,38A
240450106062012,38A
240450105041028,38A
240450101021057,38A
240450101022019,38B
240450101021034,38B
240450101021033,38B
240450101021029,38B
240450101021025,38B
240450101021031,38B
240450101021032,38B
240450101021030,38B
240450106061031,38C
240450106061018,38C
240450106061029,38C
240450106062021,38A
240450106062004,38A
240450106061054,38C
240450106061037,38C
240450106061039,38C
240450106061038,38C
240450106061041,38C
240450106061040,38C
240450106061032,38C
240450106061033,38C
240450106061034,38C
240450106061036,38C
240450106061030,38C
240450106061035,38C
240450106061014,38C
240450106061028,38C
240450106061023,38C
240450106061010,38C
240450106034015,38C
240450106034021,38C
240450106034022,38C
240450106034020,38C
240450106034012,38C
240450106061008,38C
240450106061009,38C
240450106034011,38C
240450106034023,38C
240450106034005,38C
240450106033037,38C
240450106061011,38C
240450106034014,38C
240450106061012,38C
240450106061004,38C
240450106034006,38C
240450106034008,38C
240450106034013,38C
240450106061005,38C
240450106061006,38C
240450106061013,38C
240450106061003,38C
240450106061007,38C
240450106044022,38C
240450106034009,38C
240450106034003,38C
240450106034004,38C
240450106034002,38C
240450106034001,38C
240450106034010,38C
240450106034000,38C
240450102001008,37A
240450102001009,37A
240450102001000,37A
240450107043019,37A
240450107043020,37A
240450102001005,37A
240450102001001,37A
240450106033038,38C
240450106044004,38C
240450106033019,38C
240450106033017,38C
240450106033016,38C
240450106033003,38C
240450106033026,38C
240199701002067,37B
240199701002066,37B
240450107011046,37B
240199701002075,37B
240199701002074,37B
240199701002058,37B
240199701002069,37B
240479517003021,38C
240479517003019,38C
240479517003023,38C
240479800001090,38C
240479800001012,38C
240479800001004,38C
240450106051020,38A
240450106051018,38A
240450106051016,38A
240479514002002,38A
240479514002001,38A
240450106051017,38A
240450106051002,38A
240479512002028,38A
240479512002030,38A
240479514002042,38A
240479512002020,38A
240479514002041,38A
240479512002021,38A
240479512002013,38A
240479514002009,38A
240479514002006,38A
240479512002022,38A
240479512002019,38A
240479512002023,38A
240479512002027,38A
240479512002014,38A
240479512002025,38A
240479512002026,38A
240479512002015,38A
240479512002012,38A
240479512002011,38A
240479512003057,38A
240479512003054,38A
240479512003072,38A
240479512003053,38A
240479512003071,38A
240479512003070,38A
240479512003067,38A
240479512003068,38A
240479514002061,38A
240479514002074,38A
240479514002056,38A
240479514002044,38A
240479514002053,38A
240479514002043,38A
240479512003059,38A
240479514002057,38A
240479514002063,38A
240479514002055,38A
240479512002029,38A
240479514002054,38A
240479512002051,38A
240479512002052,38A
240479512002053,38A
240479514003092,38A
240479514003062,38A
240479514001078,38A
240479514001072,38A
240479514001073,38A
240479514001071,38A
240479514001070,38A
240479514001066,38A
240479514001069,38A
240479514001068,38A
240479514001065,38A
240479514001067,38A
240479514001039,38A
240479514001038,38A
240479514003009,38A
240479514003006,38A
240479514003007,38A
240479514001006,38A
240479514001003,38A
240479514003008,38A
240479514003034,38A
240479514001024,38A
240479514001007,38A
240479514001008,38A
240479514001004,38A
240150306021014,36
240150306011000,35B
240150306012002,36
240150306012001,36
240150306012000,36
240150306021003,36
240150306021005,36
240150306021001,36
240150306021016,36
240150306021002,36
240150306021000,36
240479514003093,38A
240479514003064,38A
240479514003063,38A
240479514003061,38A
240479514003038,38A
240479514003060,38A
240479514003059,38A
240479514003032,38A
240479514003033,38A
240479514003091,38A
240450106043067,38C
240450106043052,38C
240450106043033,38C
240450106043062,38C
240450106043054,38C
240450106043055,38C
240450106043013,38C
240450106043069,38C
240450106063007,38C
240450106042041,38C
240450106043056,38C
240450106043057,38C
240450106043012,38C
240450106042014,38C
240450106042013,38C
240450106044003,38C
240450106044002,38C
240450106033023,38C
240450106033002,38C
240450106033020,38C
240430102004020,02A
240430102004016,02A
240430102004007,02A
240430102004008,02A
240430102002008,02A
240430102004030,02A
240430102004006,02A
240430102004002,02A
240430103001008,01C
240430103001005,01C
240430103001004,01C
240430103001002,02A
240430103001001,02A
240430103001000,02A
240430102004013,02A
240430102004011,02A
240430102004010,02A
240430102004009,02A
240430102004004,02A
240430102004003,02A
240178504003016,28
240178504003034,28
240178504003045,28
240178504003033,28
240178504003039,28
240178504003032,28
240178504003030,28
240178504003040,28
240179900000004,28
240178504003018,28
240217707003020,04
240217707003012,04
240217707003011,04
240217707003005,04
240217707003013,04
240217707003000,04
240217707003014,04
240217707001023,04
240217707003002,04
240217707003001,04
240217707001012,04
240217707001014,04
240217707001013,04
240217528022061,04
240217707001011,04
240217707001008,04
240217707001010,04
240217528022033,04
240217528022034,04
240217528022042,04
240217707001009,04
240217528022032,04
240217528021026,04
240217528021027,04
240217707001007,04
240217707001015,04
240217707001006,04
240217528012016,04
240217528022009,04
240217528022003,04
240217528022004,04
240217528022006,04
240217528022005,04
240217528021023,04
240217528021020,04
240217528021018,04
240217528022013,04
240217528021028,04
240217528021024,04
240217528021025,04
240217528021016,04
240217528021017,04
240217528021019,04
240217528021015,04
240217528021007,04
240217528021010,04
240217528021008,04
240217528021009,04
240217528021006,04
240217528021021,04
240217528021013,04
240217528012014,04
240217528012015,04
240217505071004,03
240217512031014,03
240217505071006,03
240217505071002,03
240217512031009,03
240217512031006,03
240217512031010,03
240217512031016,03
240217512031011,03
240217512031012,03
240217512033007,04
240217512031013,03
240217512033013,03
240217512033008,03
240217512033003,04
240217707002021,04
240217707002019,04
240217707002009,04
240217707002018,04
240217707002010,04
240217707002012,04
240217707002017,04
240217707002016,04
240217707002015,04
240217707002004,04
240217528022058,04
240217707002011,04
240217707002014,04
240217707002013,04
240217528022057,04
240217528022056,04
240217528022051,04
240217525011016,04
240217525011017,04
240217525011022,04
240217525011008,04
240217525011015,04
240217526023017,04
240217525011004,04
240217526023015,04
240217526023007,04
240217525012010,04
240217707002025,04
240217707002026,04
240217707002028,04
240217707002034,04
240217707002029,04
240217707002023,04
240217707002024,04
240217526023016,04
240217707002030,04
240217707002031,04
240217526013006,04
240217707002032,04
240217525011006,04
240217525011002,04
240217525011003,04
240217526023008,04
240217526023029,04
240317005001010,15
240317005001017,15
240217754001015,04
240217754001016,04
240217753022009,04
240217753022014,04
240217753022013,04
240217753022010,04
240217525021037,04
240217523033045,04
240217523033047,04
240217523033039,04
240217523033041,04
240217523033043,04
240217523033024,04
240217525021039,04
240217523033038,04
240217523033029,04
240217523033030,04
240217523033031,04
240217525021000,04
240217525013018,04
240217525013008,04
240217525013002,04
240217525013005,04
240217525014011,04
240217525021005,04
240217525014018,04
240217525014008,04
240217525014009,04
240217525014017,04
240217525014019,04
240217525014007,04
240217525011048,04
240217525011047,04
240217525011043,04
240217525014006,04
240217525011042,04
240217525011012,04
240217525011011,04
240217525011020,04
240217525012014,04
240217525011013,04
240217525011019,04
240217525011014,04
240217525012018,04
240217525012017,04
240217525012016,04
240217525012015,04
240217526023018,04
240217525011018,04
240217525011021,04
240217525021025,04
240217525021009,04
240217525021006,04
240217525021012,04
240217525011033,04
240217525011034,04
240217525011032,04
240217525011026,04
240217525011027,04
240217525011046,04
240217525011045,04
240217525021011,04
240217525013019,04
240217525013015,04
240217525011025,04
240217525011029,04
240217525021008,04
240217525021007,04
240217525013016,04
240217525011031,04
240217525011030,04
240217525013014,04
240217525011037,04
240217525011024,04
240217525011010,04
240217525011023,04
240217525011007,04
240217525011009,04
240217525021028,04
240217525021029,04
240217525021033,04
240217525022015,04
240430113011017,02A
240430102004029,02A
240430102004031,02A
240430102002002,02A
240430102002001,02A
240430102004005,02A
240430102004001,02A
240430102002000,02A
240430102001056,02A
240430102001053,02A
240430102004028,02A
240430102001054,02A
240430102001055,02A
240430113011018,02A
240430102001052,02A
240430102001057,02A
240430102001027,02A
240430102004000,02A
240430102001025,02A
240430102001026,02A
240430102001021,02A
240430102001024,02A
240430102001023,02A
240430113011011,02A
240430113011010,02A
240430113011019,02A
240430113011012,02A
240430113011013,02A
240430113011016,02A
240430113011029,02A
240430113011015,02A
240430113011025,02A
240430113021047,02A
240430113021046,02A
240430113021026,02A
240430117004025,01C
240430117004024,01C
240430117004015,01C
240430108023003,01C
240430108023000,01C
240430108022012,01C
240430108022013,01C
240430108022028,01C
240430108022022,01C
240430108022014,01C
240430108022023,01C
240430117004028,01C
240430117004023,01C
240430108022011,01C
240430117004030,01C
240430108022010,01C
240430108022009,01C
240430117004022,01C
240430117004018,01C
240430117004027,01C
240430117004012,01C
240430117004010,01C
240430117004016,01C
240430117004017,01C
240430117004011,01C
240430117004013,01C
240430117004009,01C
240430117004008,01C
240430117002016,01C
240217754004000,04
240217754001014,04
240217754001013,04
240217754002008,04
240217754001008,04
240217754001007,04
240217754001021,04
240217754001017,04
240217754001024,04
240217754001003,04
240217754001012,04
240217754001023,04
240217754001006,04
240217754001009,04
240217754001004,04
240217754002006,04
240217754002007,04
240217754002004,04
240217754001022,04
240217754001018,04
240217754002005,04
240217754002001,04
240217754001020,04
240217754001019,04
240217754001005,04
240217754001002,04
240217754001010,04
240217754001001,04
240217754001011,04
240217754001000,04
240217753022011,04
240430109022040,02A
240276040041014,09A
240276040041012,09A
240276040041015,09A
240276040041011,09A
240276040031007,09A
240276040031005,09A
240276040031004,09A
240276040031003,09A
240276040031006,09A
240276040031012,09A
240276040011027,09A
240276040031002,09A
240276040011028,09A
240217525021016,04
240217525021010,04
240217525021013,04
240217525021014,04
240217525021015,04
240217525021017,04
240217753023004,04
240217753023007,04
240217753023003,04
240217753022002,04
240217753022004,04
240217753022005,04
240217753022006,04
240217753022003,04
240217753022012,04
240217753022000,04
240217753023006,04
240217753023005,04
240217753023000,04
240217525012039,04
240217525011050,04
240217525011049,04
240217525011028,04
240217525011035,04
240217525011036,04
240430115021006,02A
240430115021005,02A
240430115021004,02A
240430115021002,02A
240430115021016,02A
240430115021012,02A
240430113022005,02A
240430113022008,02A
240430113022002,02A
240430113022000,02A
240430113021041,02A
240430113022026,02A
240430113022018,02A
240430113022022,02A
240430113022021,02A
240430113022019,02A
240217528022027,04
240217528022002,04
240217528022001,04
240217528022000,04
240430113022027,02A
240430113022020,02A
240430113021052,02A
240217528021022,04
240430113022017,02A
240430113022016,02A
240430113022004,02A
240430113022015,02A
240430113022011,02A
240430113022003,02A
240430113021061,02A
240430113022001,02A
240430113021040,02A
240430113021033,02A
240430113021039,02A
240430113021030,02A
240430113021054,02A
240430113021055,02A
240430102002016,02A
240430102002017,02A
240430102002010,02A
240430102004032,02A
240430102004012,02A
240430102002011,02A
240430102004033,02A
240430102004019,02A
240430102004017,02A
240430102004018,02A
240430112021005,02A
240430102002023,02A
240430112022001,02A
240430112022000,02A
240430102002019,02A
240430102002009,02A
240430102002007,02A
240430102002021,02A
240430113012006,02A
240430102002022,02A
240430102002006,02A
240430102002005,02A
240430102002020,02A
240430102002004,02A
240430102004025,02A
240430102004026,02A
240430102004027,02A
240430102004022,02A
240430102004021,02A
240430102004023,02A
240430102004024,02A
240430102004015,02A
240430113021002,02A
240430112022024,02A
240430112022021,02A
240430112022004,02A
240430112022008,02A
240430112022018,02A
240430112022009,02A
240430112022010,02A
240430112022011,02A
240430112022025,02A
240430112022020,02A
240430112022012,02A
240430112022014,02A
240430112022019,02A
240430112022016,02A
240430112022007,02A
240430112022006,02A
240430112022005,02A
240430112022017,02A
240430112022013,02A
240430112022015,02A
240430112021009,02A
240430112024008,02A
240430112021002,02A
240430102002013,02A
240430102002012,02A
240430102002014,02A
240430102002015,02A
240430112021001,02A
240430102002018,02A
240430112021003,02A
240430112021000,02A
240217707002020,04
240217707003021,04
240217707003022,04
240217707003018,04
240217707003019,04
240217528022055,04
240217707003008,04
240217528022064,04
240217707003004,04
240217707003009,04
240217707003003,04
240217707003010,04
240217707003007,04
240217707003006,04
240217528022049,04
240217528022052,04
240217528022025,04
240217528022024,04
240217528022015,04
240217528022007,04
240217528022053,04
240217528022037,04
240217528022054,04
240217528022038,04
240217528022045,04
240217528022046,04
240217528022048,04
240217528022036,04
240217528022035,04
240217528022039,04
240217528022040,04
240217528022063,04
240217513022031,04
240217513022030,04
240217513022039,04
240217676001051,04
240217513022029,04
240217676002023,04
240217676002032,04
240217676002021,04
240217676001029,04
240217676001030,04
240217675003040,04
240217675003041,04
240217675003046,04
240217676001024,04
240217675003031,04
240217675003034,04
240217675003036,04
240217675003035,04
240217675003033,04
240217676001025,04
240217676001019,04
240217675003028,04
240430113021022,02A
240430113021012,02A
240430113021062,02A
240430113021018,02A
240430113021011,02A
240430113021013,02A
240217528021004,04
240217528021000,04
240217528021001,04
240430113021019,02A
240430113021001,02A
240430113021000,02A
240430113021017,02A
240430113021014,02A
240430113011047,02A
240430113011043,02A
240430113011046,02A
240430113011044,02A
240430112022026,02A
240430113012008,02A
240430113012007,02A
240430113012015,02A
240430112022027,02A
240430113012014,02A
240430113012011,02A
240430113012012,02A
240430113011045,02A
240430113011042,02A
240430113012013,02A
240430113012009,02A
240430113012010,02A
240430113011034,02A
240430113014045,02A
240430113014049,02A
240430113011035,02A
240430113011036,02A
240430113014041,02A
240430113011038,02A
240430113011037,02A
240430113011031,02A
240430113014044,02A
240430113011039,02A
240430113011032,02A
240430113011022,02A
240217528021003,04
240217528011012,04
240217528011011,04
240217528011009,04
240217528021002,04
240217528011013,04
240217528011014,04
240217528011010,04
240217528011016,04
240217528011020,04
240217528011017,04
240217528011037,04
240217528011040,04
240217528011006,04
240217528011008,04
240217528011018,04
240217528011019,04
240217528011007,04
240217528011005,04
240217528011004,04
240430113011030,02A
240217528011003,04
240430113011041,02A
240430113011049,02A
240430113012005,02A
240430113012004,02A
240430113013005,02A
240430113013001,02A
240430113014047,02A
240430113013004,02A
240430113014040,02A
240430113013003,02A
240430113013000,02A
240430113013002,02A
240430113014013,02A
240430113013006,02A
240430113014012,02A
240430113014005,02A
240430113014004,02A
240430102002003,02A
240430113014030,02A
240430113014037,02A
240430113014028,02A
240430113014029,02A
240430113014039,02A
240430113014038,02A
240430113014036,02A
240430113014025,02A
240430113014031,02A
240430113014033,02A
240430113014042,02A
240430113014046,02A
240430113014034,02A
240430113014035,02A
240430113014026,02A
240430113014024,02A
240430113014023,02A
240430113014032,02A
240430113014020,02A
240217525012020,04
240217525012021,04
240217525012032,04
240217525012029,04
240217525012030,04
240217525012031,04
240217525012040,04
240217525012013,04
240217525012012,04
240217525012008,04
240217525012003,04
240217525012011,04
240217525012009,04
240217707002027,04
240217525012004,04
240217525012001,04
240217525012005,04
240430116002000,02A
240430115011064,02A
240430115011048,02A
240430114004005,02A
240217525012002,04
240430115012000,02A
240430114004012,02A
240217707002007,04
240217707002002,04
240217525012000,04
240217707002022,04
240217707002008,04
240217707002006,04
240217707002003,04
240430114004009,02A
240430114004010,02A
240217707002001,04
240217528022060,04
240217528022059,04
240430114004011,02A
240217707002000,04
240217528022028,04
240430114004000,02A
240217528022029,04
240217707002005,04
240217528022050,04
240217528022026,04
240430114001041,02A
240430114001042,02A
240430114001039,02A
240430114001040,02A
240430114001014,02A
240430114001043,02A
240430114001044,02A
240430114001030,02A
240430113021027,02A
240430113021032,02A
240430113021029,02A
240430112021017,02A
240430112021016,02A
240430113021028,02A
240430112021015,02A
240430113021053,02A
240430113021007,02A
240430113021008,02A
240430113021025,02A
240430113021023,02A
240430113021056,02A
240430113021057,02A
240430113021060,02A
240430113021058,02A
240430113021059,02A
240430113021024,02A
240430113021015,02A
240430113021016,02A
240430113021006,02A
240430113021005,02A
240430113021009,02A
240430113021010,02A
240430113021021,02A
240430113021020,02A
240430112022022,02A
240430112022002,02A
240430112022023,02A
240430112022003,02A
240430113021004,02A
240430113021003,02A
240010001003000,01C
240010001003002,01C
240010001003013,01C
240010001002066,01C
240010001002079,01C
240010002002004,01B
240010002002003,01B
240010002001015,01C
240010002001014,01C
240010001003031,01C
240010001003045,01C
240010001003030,01C
240010001003029,01C
240010002001032,01C
240010001003046,01C
240010002001013,01C
240010001003058,01C
240010001003027,01C
240010001003028,01C
240010001003014,01C
240010001003032,01C
240010001003016,01C
240010001003017,01C
240010001003015,01C
240010001003018,01C
240010001003063,01C
240010001003034,01C
240010001003059,01C
240010001003026,01C
240010002002001,01B
240010002002032,01C
240010002002037,01C
240010002002024,01C
240010002002025,01C
240010002002022,01C
240010002002023,01C
240010002002020,01C
240010002002021,01C
240010001002080,01C
240010002002000,01C
240010015021054,01B
240010015021052,01B
240010015021053,01B
240010015021055,01B
240010015021003,01B
240010015021050,01B
240010015021026,01B
240010015021027,01B
240010015021051,01B
240010023004000,01B
240010023003001,01B
240010002002038,01B
240010002001002,01C
240010002001001,01C
240010002001029,01C
240010002001003,01C
240010002001004,01C
240010002001011,01C
240010001003021,01C
240010001003020,01C
240010002001000,01C
240010002002031,01C
240010002002030,01C
240010001002062,01C
240010001002065,01C
240010005002001,01B
240010002002027,01C
240010002002018,01C
240010002002019,01C
240010023002003,01B
240010002002017,01C
240010001002067,01C
240010001002068,01C
240010001002055,01C
240010001002069,01C
240010001002070,01C
240010001002057,01C
240010001002060,01C
240010001002058,01C
240010001002059,01C
240010001002064,01C
240010001002056,01C
240010001002061,01C
240010001002063,01C
240010001002081,01C
240010001002028,01C
240010001002007,01C
240010001002006,01C
240010001002027,01C
240010001002008,01C
240010002001017,01C
240010002001034,01C
240010002001016,01C
240010002001024,01C
240010002001023,01C
240010002001030,01C
240010002001012,01C
240010002001006,01C
240010002001005,01C
240010002001007,01C
240010002001036,01C
240010002001031,01C
240010002001021,01C
240010002001020,01C
240010002001022,01C
240010002001008,01C
240010002001009,01C
240010002001019,01C
240010001003019,01C
240010002001018,01C
240010002001010,01C
240010019002000,01B
240010019001012,01B
240230007001065,01A
240230007001075,01A
240230007001064,01A
240230007001070,01A
240230007001073,01A
240230007001069,01A
240230007001067,01A
240230006014037,01A
240230007001066,01A
240230006014038,01A
240230007001068,01A
240230006014036,01A
240230006014035,01A
240230006014031,01A
240230007001062,01A
240230006014034,01A
240230006014032,01A
240230007001061,01A
240230007001059,01A
240230007001063,01A
240230007001030,01A
240230007001071,01A
240230007001072,01A
240230007001058,01A
240230007001034,01A
240230007001060,01A
240230007001033,01A
240230007001011,01A
240230007001057,01A
240230007001056,01A
240230007001076,01A
240230007001074,01A
240230004001009,01A
240230004001013,01A
240230004001004,01A
240230004001005,01A
240230004001006,01A
240230004001023,01A
240230004001049,01A
240230004001025,01A
240230004001026,01A
240230004001011,01A
240230004001022,01A
240230004001024,01A
240230004001008,01A
240230004001010,01A
240230004001012,01A
240230004001000,01A
240230003002108,01A
240230004001001,01A
240230004001007,01A
240230003002113,01A
240230003002078,01A
240230003002106,01A
240230003002079,01A
240230003002105,01A
240230003002107,01A
240230003002102,01A
240230003002104,01A
240230003002068,01A
240230004001048,01A
240230004001027,01A
240230004001028,01A
240230004001029,01A
240230002001058,01A
240230002002011,01A
240230002002005,01A
240230002002012,01A
240230002001057,01A
240230002001065,01A
240230002001009,01A
240230002001008,01A
240230001002002,01A
240230002001069,01A
240230002001018,01A
240230002001068,01A
240230002001074,01A
240230002001017,01A
240230002001016,01A
240230002001012,01A
240230002001011,01A
240230004002023,01A
240230004002024,01A
240230004002005,01A
240230004002050,01A
240230004002007,01A
240230004002006,01A
240230004002003,01A
240230004002000,01A
240230004002001,01A
240230004002002,01A
240230004001047,01A
240230004001050,01A
240230004001051,01A
240230004001021,01A
240230004001016,01A
240230002002054,01A
240230002002059,01A
240230002002058,01A
240230002002040,01A
240230002002044,01A
240230002002026,01A
240230002001063,01A
240230002002041,01A
240230002002042,01A
240230002002043,01A
240230002002046,01A
240230002002045,01A
240230002001059,01A
240230002001013,01A
240230002002047,01A
240230002002024,01A
240230002002023,01A
240230002002025,01A
240230002002096,01A
240230002002020,01A
240230002002055,01A
240230002002019,01A
240230002002022,01A
240230002002056,01A
240230002002057,01A
240230002002021,01A
240230002002010,01A
240230002002013,01A
240230002002014,01A
240230002001064,01A
240230002001060,01A
240230002001010,01A
240230001002001,01A
240230002001015,01A
240230002001061,01A
240230001002100,01A
240230002001014,01A
240230002002083,01A
240230002002082,01A
240230002002074,01A
240230002002093,01A
240230002002075,01A
240230002002076,01A
240230002002067,01A
240230002002065,01A
240230002002066,01A
240230002002048,01A
240230002002064,01A
240230002002049,01A
240230002002079,01A
240230002002078,01A
240230002002077,01A
240230003002075,01A
240230003002074,01A
240230002002080,01A
240230002002063,01A
240230002002050,01A
240230002002051,01A
240230002002062,01A
240230002002053,01A
240230002002052,01A
240230002002081,01A
240230002002061,01A
240230002002060,01A
240230005011010,01A
240230005011006,01A
240230005022018,01A
240230005022005,01A
240230005022001,01A
240230005022004,01A
240230005022000,01A
240230005011005,01A
240230005011004,01A
240230002002089,01A
240230005011003,01A
240230005011011,01A
240230005011012,01A
240230005011013,01A
240230005011002,01A
240230005011007,01A
240230005011008,01A
240230004003001,01A
240230004001065,01A
240230004001064,01A
240230004001059,01A
240230004001060,01A
240230004001061,01A
240230004001058,01A
240230004001057,01A
240230004001018,01A
240230004001019,01A
240230004001015,01A
240230004001052,01A
240230004001014,01A
240230004001017,01A
240230004002035,01A
240230004002027,01A
240230004002028,01A
240230004002026,01A
240230004002029,01A
240230004002049,01A
240230004002025,01A
240230004002008,01A
240230004002004,01A
240230005011041,01A
240230005011053,01A
240230005011047,01A
240230005011044,01A
240230005011040,01A
240230005011043,01A
240230005011046,01A
240230005011048,01A
240230005011021,01A
240230005011063,01A
240230005011026,01A
240230005011027,01A
240010021003000,01B
240010020003013,01A
240010020003011,01A
240010020003017,01A
240010020003016,01A
240010019002049,01B
240010019002037,01B
240010019002034,01B
240010019002035,01B
240230003002076,01A
240230003002077,01A
240230003002073,01A
240230003002072,01A
240230003002080,01A
240230003002071,01A
240230003002082,01A
240230002002090,01A
240230002002092,01A
240230002002017,01A
240230002002091,01A
240230003002081,01A
240230003002070,01A
240230003002083,01A
240230003002084,01A
240230003002066,01A
240230003002069,01A
240230003002041,01A
240230003002040,01A
240230003002019,01A
240230002002018,01A
240230002002015,01A
240230002002009,01A
240230002002002,01A
240230002002004,01A
240230002001019,01A
240230002001020,01A
240230002001021,01A
240230002001022,01A
240230002001035,01A
240230002001067,01A
240230002001066,01A
240230002001034,01A
240230002001036,01A
240230002001049,01A
240230002001045,01A
240230002001047,01A
240230002001053,01A
240230002001050,01A
240230002001051,01A
240230002001037,01A
240230002001052,01A
240230002001038,01A
240230002001026,01A
240230002001070,01A
240230002001048,01A
240230002001054,01A
240230002001046,01A
240230002001039,01A
240230002001040,01A
240230002001055,01A
240230002001041,01A
240230002001005,01A
240230002001007,01A
240230002001006,01A
240230002001004,01A
240230002001024,01A
240230002001023,01A
240230002001028,01A
240230002002003,01A
240230002001056,01A
240230002001044,01A
240230002001033,01A
240230002001042,01A
240230002001043,01A
240230002001071,01A
240230002001031,01A
240230002001030,01A
240230002001077,01A
240230002001027,01A
240230002001025,01A
240230002001032,01A
240230002001029,01A
240230002002016,01A
240230003002020,01A
240230003002018,01A
240230002002006,01A
240230003002017,01A
240230002002008,01A
240230004003009,01A
240230004003013,01A
240230004003052,01A
240230005011051,01A
240230005011052,01A
240230004002017,01A
240230004002010,01A
240230004002009,01A
240230004003003,01A
240230004003000,01A
240230004002014,01A
240230004002015,01A
240230004002038,01A
240230004002039,01A
240230004002037,01A
240230004002040,01A
240230004002041,01A
240230004002044,01A
240230004002019,01A
240230004002020,01A
240230004002011,01A
240230004002043,01A
240230004002042,01A
240230004002051,01A
240230004002034,01A
240230004002033,01A
240230004002031,01A
240230004002032,01A
240230004002022,01A
240230004002021,01A
240230004002030,01A
240230004002036,01A
240230005022017,01A
240230005022009,01A
240230005023009,01A
240230005023007,01A
240230005023008,01A
240230004002058,01A
240230004002056,01A
240230004002059,01A
240230004002053,01A
240230004002054,01A
240230004002052,01A
240230004002048,01A
240230004002055,01A
240230004002016,01A
240230004002013,01A
